category,book,book_id,author,publisher,edition,total_pages,pages_scraped,status,scraped_at,topics,url,file
1,الفقه الأبسط,6387,,,,,54,partial,17-06-2026 14:40:19 IST,,https://shamela.ws/book/6387,shamela_output/1/الفقه_الأبسط.txt
