category,book,book_id,author,publisher,edition,total_pages,pages_scraped,status,scraped_at,topics,url,file
الجوامع,الهوامل والشوامل,4135,,,,,162,partial,17-06-2026 14:22:43 IST,,https://shamela.ws/book/4135,shamela_output/الجوامع/الهوامل_والشوامل.txt
