category,book,book_id,author,publisher,edition,total_pages,pages_scraped,status,scraped_at,topics,url,file,*تنويه هام,book_index,cat_index,أعده للشاملة,اعتنى به,البحث في,الرابط,الكتاب,المحقق,النص,بحث في محتوى الكتب,تحقيق,تنبيهات هامة,جمع وتحقيق,رواية,شرح وتحقيق,شعر,صنعه,عام النشر,عني بتحقيقه وشرحه,قدم له ووضع هوامشه,لدعم المشروع*,مراجعة,نبذة عن المشروع,نتائج البحث
الشعر ودواوينه,ديوان الحارث بن حلزة اليشكري,149875,[,دار الإمام النووي (دمشق)، دار الهجرة (دمشق - بيروت),الأولى، ١٤١٥ هـ - ١٩٩٤ م,١٥٤,70,complete,11-06-2026 19:34:03 IST,[+] | قصائد الديوان | قافية الهمزة | قافية الباء | قافية الجيم | قافية الدال | قافية السين | قافية الشين | قافية العين | قافية القاف | قافية الكاف | قافية اللام | قافية الميم | قافية النون | الشعر المنسوب للحارث بن حلزة ولغيره من الشعراء,https://shamela.ws/book/149875,shamela_output/الشعر_ودواوينه/ديوان_الحارث_بن_حلزة_اليشكري.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,رابطة النساخ، تنفيذ (مركز النخب العلمية)، وبرعاية (مؤسسة سليمان الراجحي الخيرية),,,,ديوان الحارث بن حلزة اليشكري,,,,,,,,,,مروان العطية [ت ١٤٤٤ هـ],,,,,,,
الشعر ودواوينه,ديوان امرئ القيس ت المصطاوي,27112,[,دار المعرفة - بيروت,الثانية، ١٤٢٥ هـ - ٢٠٠٤ م,١٦٥,147,complete,11-06-2026 19:28:52 IST,بين يدي الديوان | ترجمة امرئ القيس | [+] | المعلقة | دراسة المعلقة | شرح المعلقة | [+] | الديوان | [+] | قافية الباء | قصة أم جندب | ستكفيني التجارب | بنفسي شباب | سقى واردات | البلاء على الأشقين مصبوب | الغارة الشعواء | هم الشفاء | أجارتنا إنا غريبان | ذكرى الحبيب | [+] | قافية التاء | ذو الهم بليل التمام | [+] | قافية الدال | إن تقتلونا نقتلكم | الموت حق | أأذكرت نفسك ما لن يعودا | لله زبدان | أرى إبلي أصبحت ثقالا | أسرعي سيرا إلى سعد | وآخذ من درها المستجادا | [+] | قافية الراء | بعيني ظعن الحي | ليال بذات الطلح | فهو لا تنمي رميته | لكن عوير وفى بذمته | الديمة الهطلاء | نعم الفتى طريف بن ملء | امرؤ القيس والتوأم اليشكري | رمتني بسهم فلم أنتصر | وما يجزيك مني غير شكري | لو كنتم كراما صبرتم | [+] | قافية السين | كأني ورحلي فوق أحقب قارح | وما خفت تبريح الحياة | امرؤ القيس وعبيد بن الأبرص | أثر القرح | [+] | قافية الصاد | تراءت لنا يوما | [+] | قافية الضاد | وميض برق | [+] | قافية العين | تعز عليها ريبتي | متى تر دارا من سعاد | [+] | قافية الفاء | فمن يحمي المضاف | [+] | قافية القاف | حدث حديث الركب واصدق | كنت بك واثقا | [+] | قافية اللام | أطلال سلمى | حديث الرواحل | دار ماوية | يا لهف هند | حي الحمول | يا حسن ما فعل | الكريم للكريم محل | فداؤه أهلي | ذوب العسل | كهيئة الحجل | هل أتاك؟ | الدهر غول ختور | عيناك | الحرب | مقاتل | [+] | قافية الميم | دار هند | فعل العوير | مصابيح الظلام | بين لي الحديث | ملامة | الشريعة همها | [+] | قافية النون | من مثل العوير؟ | ليالي الهوى | قفا نبك | أبعد الحارث؟! | المنة | بكاء الملوك | رديني | منازل دوارس | غزلان | [+] | قافية الياء | حسبك من غنى شبع وري!,https://shamela.ws/book/27112,shamela_output/الشعر_ودواوينه/ديوان_امرئ_القيس_ت_المصطاوي.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,محمد العلوة,عبد الرحمن المصطاوي,,,ديوان امرِئ القيس,,,,,,,,,,,,,,,,,
الشعر ودواوينه,ديوان سلامة بن جندل,149483,[,دار الكتاب العربي - بيروت,الأولى، ١٤١٤ هـ - ١٩٩٤ م,٧٨,65,complete,11-06-2026 19:35:25 IST,الديوان | الأشعار المنسوبة إلى سلامة مما لم تثبته أصول ديوانه المخطوطة,https://shamela.ws/book/149483,shamela_output/الشعر_ودواوينه/ديوان_سلامة_بن_جندل.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,رابطة النساخ، تنفيذ (مركز النخب العلمية)، وبرعاية (مؤسسة سليمان الراجحي الخيرية),,,,ديوان سلامة بن جندل,,,,,,,,,,محمد بن الحسن الأحول,,,راجي الأسمر,,,,
الشعر ودواوينه,ديوان سويد بن أبي كاهل اليشكري,149485,[,ساعدت وزارة الإعلام على نشره,الأولى، ١٩٧٢ م,٤٨,32,complete,11-06-2026 19:48:01 IST,الشعر | ما ينسب لسويد ولغيره من الشعراء | مستدرك,https://shamela.ws/book/149485,shamela_output/الشعر_ودواوينه/ديوان_سويد_بن_أبي_كاهل_اليشكري.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,رابطة النساخ، تنفيذ (مركز النخب العلمية)، وبرعاية (مؤسسة سليمان الراجحي الخيرية),,,,ديوان سويد بن أبي كاهل اليشكري,,,,,,شاكر العاشور,,,,,,,,,محمد جبار المعيبد,,
الشعر ودواوينه,ديوان طرفة بن العبد,36422,[,دار الكتب العلمية,الثالثة، ١٤٢٣ هـ - ٢٠٠٢ م,٨١,70,complete,11-06-2026 19:32:28 IST,طرفة بن العبد | [+] | قافية الباء | كل من عليها فان | أدوا الحقوق | [+] | قافية التاء | الخيل المغيرة | [+] | قافية الحاء | القلب السقيم | هل من نصيح؟ | الليلة مثل البارحة | [+] | قافية الدال | أطلال خولة | نبلاء السعي | أرى الموت | أبناء لبنة | الخير الخير | [+] | قافية الراء | القوم الكرام | رأيت القوافي | لا نحل ولا نسير | ولقد كنت عليكم عاتبا | أرانب قي ثياب الملوك | خالط الناس | لا بد يوما أن تصادي | [+] | قافية الصاد | لا توص حكيما | [+] | قافية الضاد | خذو حذركم | [+] | قافية الفاء | حماة الحي | [+] | قافية القاف | انع نفسك | شر الناس من سرق | [+] | قافية الكاف | فلم تر عيني مثل سعد بن مالك | [+] | قافية اللام | إذا جاء الذي لا بد منه | أتعرف رسم الدار | العبد الذليل | [+] | قافية الميم | الموت حق | يا عجبا | إن تعيدوها نعد لكم | أقسم ما هجوتك | يوم تحلاق اللمم | أبلغ قتادة | [+] | قافية الهاء | لولا الملك القاعد,https://shamela.ws/book/36422,shamela_output/الشعر_ودواوينه/ديوان_طرفة_بن_العبد.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,محمد العلوة,,,,ديوان طرفة بن العبد,مهدي محمد ناصر الدين,,,,,,,,,,,,,,,,
الشعر ودواوينه,ديوان عامر بن الطفيل,149871,[,دار صادر - بيروت,,١٤٢,129,complete,11-06-2026 19:43:45 IST,حرف الباء | حرف التاء | حرف الجيم | حرف الحاء | حرف الدال | حرف الراء | حرف العين | حرف الفاء | حرف الكاف | حرف اللام | حرف الميم | حرف النون | حرف الياء,https://shamela.ws/book/149871,shamela_output/الشعر_ودواوينه/ديوان_عامر_بن_الطفيل.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,رابطة النساخ، تنفيذ (مركز النخب العلمية)، وبرعاية (مؤسسة سليمان الراجحي الخيرية),,,,ديوان عامر بن الطفيل,,,,,,,أبي بكر محمد بن القاسم الأنباري، عن أبي العباس أحمد بن يحيى ثعلب,,,,١٣٩٩ هـ - ١٩٧٩ م,,,,,,
الشعر ودواوينه,ديوان عمرو بن قميئة,149481,[,دار صادر - بيروت، لبنان,الثانية، ١٩٩٤ م,٨٢,54,complete,11-06-2026 19:25:57 IST,الديوان | ذيل الديوان,https://shamela.ws/book/149481,shamela_output/الشعر_ودواوينه/ديوان_عمرو_بن_قميئة.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,رابطة النساخ، تنفيذ (مركز النخب العلمية)، وبرعاية (مؤسسة سليمان الراجحي الخيرية),,,,ديوان عمرو بن قميئة,,,,,,,,,,,,د خليل إبراهيم العطية [ت ١٤١٩ هـ],,,,,
الشعر ودواوينه,ديوان قيس بن الخطيم,149873,[,دار صادر - بيروت,,٢٤١,157,complete,11-06-2026 19:40:46 IST,ديوان قيس بن الخطيم,https://shamela.ws/book/149873,shamela_output/الشعر_ودواوينه/ديوان_قيس_بن_الخطيم.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,رابطة النساخ، تنفيذ (مركز النخب العلمية)، وبرعاية (مؤسسة سليمان الراجحي الخيرية),,,,ديوان قيس بن الخطيم,,,,الدكتور ناصر الدين الأسد,,,,,,,١٩٦٧,,,,,,
الشعر ودواوينه,ديوان لبيد بن ربيعة العامري,35077,[,دار المعرفة,الأولى، ١٤٢٥ هـ - ٢٠٠٤ م,١٣٩,134,complete,11-06-2026 19:46:38 IST,ترجمة لبيد بن ربيعة | [+] | حرف الباء | أبني كلاب كيف تنعى جعفر؟ | قومي بنو عامر | أصبحت أمشي | أصدرتهم شتى | الرزية | طرب الفؤاد | فاحكم وصوب | هل تعرف الدار ... ؟ | جلبنا الخيل | [+] | حرف الحاء | لو أن حيا مدرك الفلاح | [+] | حرف الدال | أولئك أسرتي | إن البريء على الهنات سعيد | يا عين هلا بكيت أربد | قولا: هو البطل المحامي | انع الكريم | [+] | حرف الراء | راح القطين | قد يقبل الضيم الذليل المسير | يا بشر | من كان مني جاهلا | هل النفس إلا متعة مستعارة؟ | فتى كان | يذكرني بأربد كل خصم | ألفيت أربد يستضاء بوجهه | على عامر سلام وحمد | قوما فقولا | إن أبان كان حلوا بسرا | الافتقاد للنصر | إني امرؤ ... | [+] | حرف السين | يا قوم ... | [+] | حرف العين | دعي اللوم | متى الفتى يذوق المنايا؟ | إني رأيته بصيرا | أنا لبيد | من يبسط الله عليه إصبعا | [+] | حرف القاف | لولا احتيالي ومرتي ... | إنك شيخ خائن | [+] | حرف الكاف | إني لحكمك فارك | [+] | حرف اللام | سقى قومي بني مجد | أولئك | لمن طلل ... ؟ | قد أتى دون عهدها أحوال | لله نافلة الأجل الأفضل | أبلغ! | عوف الفوارس | ليبك على النعمان | ستتعلمون | وأرى أربد قد فارقني | أتيناك يا خير البرية! | [+] | حرف الميم | إني امرؤ | إني أكاثر في الندى ... | أقول لصاحبي | عفت الديار (المعلقة) | فتلكم بتلكم | فلا وأبيك ما حي كحي | سفها عذلت | كما أتاني | بكتنا أرضنا | لنا منسر صعب المقادة ... | لما دعاني ... أبيت | ألا ذهب المحافظ والمحامي | إن تمس فينا | [+] | حرف النون | درس المنا بمتالع | لو كان يعلم ... | وليسوا بالوفاء ولا المداني | تلك المكارم إن حفظت ... | طول العمر,https://shamela.ws/book/35077,shamela_output/الشعر_ودواوينه/ديوان_لبيد_بن_ربيعة_العامري.txt,جميع المساهمات توجه للمصاريف التشغيلية من صف وتدقيق للكتب ونحو ذلك.,,,محمد العلوة,حمدو طمّاس,,,ديوان لبيد بن ربيعة العامري,,,,,,,,,,,,,,,,,
الطب,الحاوي في الطب,10704,,,,,12,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/10704,shamela_output/الطب/الحاوي_في_الطب.txt,,,,,,,,,,,,,,,,,,,,,,,,,
الطب,الشامل في الصناعة الطبية,240,,,,,226,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/240,shamela_output/الطب/الشامل_في_الصناعة_الطبية.txt,,,,,,,,,,,,,,,,,,,,,,,,,
الطب,العلاج بالأعشاب,10705,,,,,113,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/10705,shamela_output/الطب/العلاج_بالأعشاب.txt,,,,,,,,,,,,,,,,,,,,,,,,,
الطب,القانون في الطب,10706,,,,,505,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/10706,shamela_output/الطب/القانون_في_الطب.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,أهدى سبيل إلى علمي الخليل,10860,,,,,24,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/10860,shamela_output/العروض_والقوافي/أهدى_سبيل_إلى_علمي_الخليل.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,العروض,6917,,,,,101,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/6917,shamela_output/العروض_والقوافي/العروض.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,العيون الغامزة على خبايا الرامزة,5421,,,,,95,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/5421,shamela_output/العروض_والقوافي/العيون_الغامزة_على_خبايا_الرامزة.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,القسطاس في علم العروض,658,,,,,118,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/658,shamela_output/العروض_والقوافي/القسطاس_في_علم_العروض.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,القوافي للأخفش الأوسط,737,,,,,18,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/737,shamela_output/العروض_والقوافي/القوافي_للأخفش_الأوسط.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,القوافي للتنوخي,10911,,,,,58,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/10911,shamela_output/العروض_والقوافي/القوافي_للتنوخي.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,علم العروض والقافية,11298,,,,,215,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/11298,shamela_output/العروض_والقوافي/علم_العروض_والقافية.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,مختصر متن الكافي في العروض والقوافي - ضمن «آثار المعلمي»,511,,,,,67,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/511,shamela_output/العروض_والقوافي/مختصر_متن_الكافي_في_العروض_والقوافي_-_ضمن_«آثار_المعلمي».txt,,,,,,,,,,,,,,,,,,,,,,,,,
العروض_والقوافي,مناظرة أدبية بين المعلمي والشاعر الأديب علي بن محمد السنوسي - ضمن «آثار المعلمي»,509,,,,,29,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/509,shamela_output/العروض_والقوافي/مناظرة_أدبية_بين_المعلمي_والشاعر_الأديب_علي_بن_محمد_السنوسي_-_ضمن_«آثار_المعلمي».txt,,,,,,,,,,,,,,,,,,,,,,,,,
العقيدة,أصول السنة لأحمد بن حنبل,6418,أبو عبد الله أحمد بن محمد بن حنبل بن هلال بن أسد الشيباني (ت ٢٤١هـ),دار المنار - الخرج - السعودية,الأولى، ١٤١١هـ,٦٣,85,complete,11-06-2026 18:29:21 IST,١ - الإيمان بالقدر خيره وشره | ٢ - (والقرآن كلام الله وليس بمخلوق) | ٣ - والإيمان بالرؤية يوم القيامة | ٤ - وأن النبي قد رأى ربه | ٥ - والإيمان بالميزان | ٦ - وأن الله تعالى يكلمه العباد يوم القيامة ليس بينهم وبينه ترجمان | ٧ - والإيمان بالحوض | ٨ - الإيمان بعذاب القبر | ٩ - وأن هذه الأمة تفتن في قبورها | ١٠ - والإيمان بشفاعة النبي صلى الله عليه وسلم | ١١ - والإيمان أن المسيح الدجال خارج مكتوب بين عينيه كافر | ١٢ - وأن عيسى ابن مريم عليه السلام ينزل | ١٣ - والإيمان قول وعمل يزيد وينقص | ١٤ - وخير هذه الأمة بعد نبيها | ١٥ - والسمع والطاعة للأئمة وأمير المؤمنين | ١٦ - والغزو ماض مع الإمام إلى يوم القيامة | ١٧ - وقسمة الفيء وإقامة الحدود إلى الأئمة | ١٨ - ودفع الصدقات إليهم جائزة نافذة | ١٩ - وصلاة الجمعة خلفه وخلف من ولاه جائزة باقية تامة | ٢٠ - ومن خرج على إمام من أئمة المسلمين | ٢١ - ولا يحل قتال السلطان ولا الخروج عليه لأحد من الناس | ٢٢ - وقتال اللصوص والخوارج جائز | ٢٣ - ولا نشهد على أهل القبلة بعمل يعمله بجنة ولا نار | ٢٤ - ومن لقي الله بذنب يجب له النار تائبا غير مصر عليه فإن الله يتوب عليه | ٢٥ - من لقيه وقد أقيم عليه حد ذلك الذنب في الدنيا فهو كفارته | ٢٦ - ومن لقيه مصرا غير تائب من الذنوب التي استوجب بها العقوبة فأمره إلى الله | ٢٧ - ومن لقيه من كافر عذبه ولم يغفر له | ٢٨ - والرجم حق على من زنا وقد أحصن إذا اعترف أو قامت عليه بينته | ٢٩ - ومن انتقص أحدا من أصحاب رسول الله | ٣٠ - والنفاق هو الكفر أن يكفر بالله ويعبد غيره ويظهر الإسلام في العلانية | ٣١ - (ثلاث من كن فيه فهو منافق) على التغليظ نرويها كما جاءت | ٣٢ - والجنة والنار مخلوقتان | ٣٣ - (ومن مات من أهل القبلة موحدا),https://shamela.ws/book/6418,shamela_output/العقيدة/أصول_السنة_لأحمد_بن_حنبل.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العقيدة,إجماع السلف في الاعتقاد كما حكاه حرب الكرماني,121,,دار الإمام أحمد، القاهرة - جمهورية مصر العربية,الأولى، ١٤٣٢ هـ - ٢٠١١ م,١٢٥,104,complete,11-06-2026 18:37:08 IST,تقديم فضيلة الشيخ الدكتور/ محمد بن هادي المدخلي | [+] | مقدمة التحقيق | تنبيه | [+] | ترجمة حرب بن إسماعيل الكرماني | اسمه ومولده ونشأته | ذكر بعض شيوخه | بعض تلاميذه | ثناء العلماء عليه | مؤلفاته | وفاته | عملي في المخطوط | باب القول بالمذهب | الإيمان قول وعمل | الإيمان يزيد وينقص | الاستثناء في الإيمان | سؤال الرجل غيره أمؤمن أنت | من زعم أن الإيمان قول بلا عمل | من زعم أن الإيمان لا يزيد ولا ينقص | من زعم أن الإيمان يزيد ولا ينقص | من لم ير الاستثناء في الإيمان | من زعم أن إيمانه كإيمان جبريل | من زعم أن الناس لا يتفاضلون في الإيمان فقد كذب | من زعم المعرفة تنفع في القلب وإن لم يتكلم بها | من زعم أنه مؤمن عند الله مستكمل الإيمان | القدر خيره وشره من الله | المعاصي بقدر الله | علم الله ماض في خلقه | الرد على القدرية في زعمهم أن الله شاء الطاعة فقط | الرد على من قال: إن الخلق صائرون إلى غير ما خلقوا له | الرد على من زعم أن الزنا ليس بقدر | قول القدرية يضارع قول المجوسية والنصرانية | الرد على من زعم أن قتل النفس ليس بقدر الله | ترك الشهادة لأحد من أهل التوحيد بالجنة أو النار إلا بنص | الخلافة في قريش | الجهاد مع الأئمة | الجمعة والعيدين والحج مع السلطان | دفع الخراج للسلطان | الانقياد لولي الأمر | لا طاعة للسلطان في معصية الله | الإمساك في الفتنة | عدم تكفير أهل القبلة إلا بدليل | الصلاة خلف المبتدعة | خروج الأعور الدجال | عذاب القبر حق | حوض النبي صلى الله عليه وسلم حق | الصراط حق | الميزان حق | النفخ في الصور حق | اللوح المحفوظ حق | القلم حق | الشفاعة يوم القيامة حق | ذبح الموت يوم القيامة | الجنة النار مخلوقتان لا تفنيان | الحور العين لا يمتن عند قيام الساعة | خلق السموات والأرض | الكرسي موضع قدميه | يعلم ما في السموات وما في الأرض | الله على العرش ودونه حجب | الرد على من احتج بمتشابه القرآن في مسألة العلو | للعرش حملة يحملونه | إثبات الحد لله | بعض أسماء الله وصفاته | نزول الله تعالى كل ليلة | قلوب العباد بين إصبعين من أصابع الرحمن | خلق الله آدم على صورته | السموات والأرضون يوم القيامة في كفه | يضع قدمه في جهنم فتزوى | يخرج قوم من النار بيده | نظر أهل الجنة إلى وجهه | الفصل بين العباد | القرآن كلام الله | مسألة الوقف | مسألة اللفظ | تكليم الله موسى | الرؤيا من الله حق | ذكر محاسن الصحابة | التفضيل بين الصحابة | حق العرب | الرد على الشعوبية | الرد على من حرم المكاسب والتجارات | الدين كتاب الله وآثار وسنن | القياس في الدين باطل | التقليد في الدين | الاقتداء بأئمة الدين | [+] | لأصحاب البدع نبز وألقاب | المرجئة | القدرية | المعتزلة | البكرية | الجهمية | الواقفة | اللفظية | الرافضة | المنصورية | السبئية | الزيدية | الخشبية | الشيعة | الخوارج | الحرورية | الأزارقة | النجدية | الأباضية | الصفرية | البيهسية | الميمونية | الخازمية | الشعوبية | أصحاب الرأي | الولاية بدعة والبراءة بدعة | [+] | نبز أهل البدع أهل السنة بألقاب شنيعة | المرجئة تسمي أهل السنة شكاكا والرد عليهم | القدرية تسمي أهل السنة مجبرة والرد عليهم | الجهمية تسمي أهل السنة مشبهة والرد عليهم | الرافضة تسمي أهل السنة ناصبة والرد عليهم | الخوارج تسمي أهل السنة مرجئة والرد عليهم | أصحاب الرأي يسمون أهل السنة نابتة وحشوية والرد عليهم | فهرس المصادر والمراجع,https://shamela.ws/book/121,shamela_output/العقيدة/إجماع_السلف_في_الاعتقاد_كما_حكاه_حرب_الكرماني.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العقيدة,اشتقاق أسماء الله,14275,عبد الرحمن بن إسحاق البغدادي النهاوندي الزجاجي، أبو القاسم (ت ٣٣٧هـ),مؤسسة الرسالة,الثانية، ١٤٠٦هـ - ١٩٨٦م,٢٩٦,254,partial,11-06-2026 19:24:37 IST,خطبة الكتاب | القول في اشتقاقها، وتصاريفها، واللغات فيها، ومصادرها على مذاهب أهل العربية | الله | الرب | مسألة في رب من النحو | الرحمن الرحيم | المالك | المحيط | القدير | العليم | الحكيم | التواب | البصير | الواسع | البديع | السميع | الكافي | الرؤوف | الشاكر | الإله | الواحد | الغفور | الحليم | القابض | الباسط | يا لا إله إلا هو | الحي | القيوم | العلي | العظيم | الولي | الغني | الحميد | القائم | الوهاب | السريع | الخبير | الرقيب | الحسيب | الشهيد | العفو | المقيت | الوكيل | الباطن والظاهر | القدير | اللطيف | المحيي المميت | يا نعم المولى ونعم النصير | الحفيظ | القريب | يا مجيب | القوي | المجيد | الودود | الفعال | الكبير | المتعالي | المنان | الخلاق والخالق | الباعث | الصادق | الوارث | الكريم | الحق | المبين | النور | الهادي | الفتاح | الغافر | القابل | الشديد | ذي الطول | الرزاق | ذو القوى | المتين | البار | المقتدر | الباقي | ذو الجلال | ذو الإكرام | الأول والآخر | مسألة من هذا الباب | مسألة أخرى فيه | الباطن | القدوس | السلام | المؤمن | المهيمن | العزيز | الجبار | المتكبر | الخالق | الباريء | المصور | المبديء المعيد | الأحد | الصمد | باب القول في اشتقاق الاسم | باب القول في النعت والوصف والفرق بينهما حيث يفترقان والجمع بينهما حيث يجتمعان | باب معرفة ما يجوز نعته من الأسماء مما لا يجوز نعته | باب ذكر امتناع بعض وكل في حال الإفراد من أن ينعتا أو ينعت بهما وذكر علة استحالة استعمال البعض والكل معرفين بالألف واللام إلا مجازا | باب الفرق بين الاسم والنعت لفظا ومعنى | باب القول في صفات الله التي تقدم ذكرها وكيف مجراها عليه تبارك وتعالى | باب القول في نسبة الاشتقاق والرد على من أنكره | باب القول في اشتقاق النبي صلى الله عليه وسلم ومذاهب العلماء في ذلك,https://shamela.ws/book/14275,shamela_output/العقيدة/اشتقاق_أسماء_الله.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العقيدة,اعتقاد أئمة الحديث,10472,,,,,30,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/10472,shamela_output/العقيدة/اعتقاد_أئمة_الحديث.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العقيدة,الإبانة الكبرى - ابن بطة,8206,,,,,426,partial,11-06-2026 19:48:01 IST,,https://shamela.ws/book/8206,shamela_output/العقيدة/الإبانة_الكبرى_-_ابن_بطة.txt,,,,,,,,,,,,,,,,,,,,,,,,,
العقيدة,الإبانة عن أصول الديانة - ت العصيمي,911,أبو الحسن علي بن إسماعيل الأشعري,دار الفضيلة - الرياض,الأولى، ١٤٣٢ هـ - ٢٠١١ م,٨٩٨,674,complete,11-06-2026 18:53:21 IST,[+] | مقدمة التحقيق | [+] | التمهيد | أهمية البحث | موضوع البحث | مشكلة البحث | أهداف الدراسة | حدود الدراسة | الصعوبات التي واجهت الباحث | إجراءات الدراسة | [+] | الفصل الأول: حياة أبي الحسن الأشعري | المبحث الأول: اسمه ونسبه | المبحث الثاني ولادته ووفاته | [+] | الفصل الثاني كتاب الإبانة عن أصول الديانة | المبحث الأول عنوان الكتاب | [+] | المبحث الثاني توثيق نسبته لمؤلفه ـ رحمه الله ـ | المطلب الأول: من أثبتوا الكتاب. | [+] | المطلب الثاني: من شككوا بصحة نسبة الكتاب | القول الأول: هناك من شكك في المطبوعات وليس في أصل الكتاب | القول الثاني: هناك من شكك في أصل الإبانة، وكان منشأه فهما خاطئا، فأظهر التناقض. | القول الثالث: وهناك من أنكر الكتاب بحجة أن ابن فورك لم يذكره | المبحث الثالث تاريخ تأليفه | [+] | المبحث الرابع مصادر الأشعري في كتابه | أولا: القرآن الكريم | ثانيا: السنة المطهرة | ثالثا: كتب التفسير | رابعا: العقل | خامسا: ديوان امرئ القيس | سادسا: ديوان الخنساء | المبحث الخامس منهجه في الكتاب | المبحث السادس منزلة الكتاب عند العلماء | المبحث السابع نقد الكتاب | [+] | الفصل الثالث أثر الإبانة على الأشاعرة | [+] | المبحث الأول: من لم تؤثر عليهم الإبانة. | [+] | المطلب الأول: هناك من أنكر نسبة الإبانة للأشعري. ومثل هذا لا يشك في أنه لن يكون للكتاب أي أثر عليه. | الشبهة الأولى: أن العلماء الأحناف متفقون على عدم خلق القرآن وعلى تكفير القائمين بخلقه. | الشبهة الثانية: أن الإمام البيهقي في كتابه (الأسماء والصفات) أورد آثارا يبين من خلالها أن الإمام أبا حنيفة ما كان يقول بخلق القرآن | الشبهة الثالثة: قال الحيدري: دلت هذه الروايات ـ روايات البيهقي ـ أن روايات الإبانة واهية، بل موضوعة مختلقة | الشبهة الرابعة: احتج الحيدري بأن ما في الإبانة موضوع بقوله: بأن البيهقي روى عن البخاري رحمه الله أن القرآن كلام الله وليس بمخلوق عليه | الشبهة الخامسة: ذكر عناية الله الحيدري ثناء العلماء على أبي حنيفة ومنهم الحافظ الذهبي رحمه الله | المطلب الثاني: من شكك في هدف التأليف | المطلب الثالث: من شكك في المطبوع واتهم بأن بها إضافات. | [+] | المبحث الثاني من أثرت فيهم الإبانة | المطلب الأول: من أثرت عليهم من العلماء القدماء. | المطلب الثاني: من أثرت عليهم من المعاصرين. | المطلب الثالث: من أثرت فيهم تأثيرا غير مباشر. | الطبعات السابقة للكتاب | وصف النسخ الخطية للكتاب | مقدمة المؤلف | باب في إبانة قول أهل الزيغ والبدعة | باب في إبانة قول أهل الحق والسنة | باب الكلام في إثبات رؤية الله تعالى بالأبصار [في الآخرة] | [+] | باب الكلام في أن القرآن كلام الله غير مخلوق | فصل | فصل | باب ما ذكر الرواة في القرآن | باب الكلام على من وقف في القرآن وقال | باب ذكر الاستواء [على العرش] | [+] | باب الكلام في الوجه والعينين والبصر واليدين | فصل | فصل | باب الرد على الجهمية في نفيهم علم الله تعالى وقدرته وجميع صفاته | باب الكلام في الإرادة والرد على المعتزلة في ذلك | باب الكلام في تقدير أعمال العباد والاستطاعة والتعديل والتجويز | باب ذكر الروايات في القدر | باب الكلام في الشفاعة والخروج من النار | باب الكلام في الحوض | باب الكلام في عذاب القبر | باب الكلام في إمامة أبي بكر الصديق رضي الله عنه | الخاتمة | فهرس المراجع,https://shamela.ws/book/911,shamela_output/العقيدة/الإبانة_عن_أصول_الديانة_-_ت_العصيمي.txt,,,,,,,,,,,,,,,,,,,,,,,,,
