category,book,book_id,author,publisher,edition,total_pages,pages_scraped,status,scraped_at,topics,url,file
الشعر_ودواوينه,ديوان عمرو بن قميئة,149481,,,,,54,partial,17-06-2026 14:21:06 IST,,https://shamela.ws/book/149481,shamela_output/الشعر_ودواوينه/ديوان_عمرو_بن_قميئة.txt
