category,book,book_id,author,publisher,edition,total_pages,pages_scraped,status,scraped_at,topics,url,file,book_index,cat_index
علوم_أخرى,تفسير الأحلام = منتخب الكلام في تفسير الأحلام,21615,,,,,495,partial,11-06-2026 19:37:54 IST,,https://shamela.ws/book/21615,shamela_output/علوم_أخرى/تفسير_الأحلام_=_منتخب_الكلام_في_تفسير_الأحلام.txt,,
