category,book,book_id,author,publisher,edition,total_pages,pages_scraped,status,scraped_at,topics,url,file
الفقه_المالكي,الأحكام لعبد الملك بن حبيب,1168,,,,,198,partial,17-06-2026 13:55:22 IST,,https://shamela.ws/book/1168,shamela_output/الفقه_المالكي/الأحكام_لعبد_الملك_بن_حبيب.txt
الفقه_المالكي,التهذيب في اختصار المدونة,8487,,,,,14,partial,17-06-2026 13:55:22 IST,,https://shamela.ws/book/8487,shamela_output/الفقه_المالكي/التهذيب_في_اختصار_المدونة.txt
الفقه_المالكي,الرد على الشافعي لابن اللباد,18261,,,,,62,partial,17-06-2026 13:55:22 IST,,https://shamela.ws/book/18261,shamela_output/الفقه_المالكي/الرد_على_الشافعي_لابن_اللباد.txt
الفقه_المالكي,المختصر الصغير لابن عبد الحكم «خلافيات في الفقه»,1206,,,,,563,partial,17-06-2026 13:55:22 IST,,https://shamela.ws/book/1206,shamela_output/الفقه_المالكي/المختصر_الصغير_لابن_عبد_الحكم_«خلافيات_في_الفقه».txt
الفقه_المالكي,المدونة,587,,,,,2437,partial,17-06-2026 13:55:22 IST,,https://shamela.ws/book/587,shamela_output/الفقه_المالكي/المدونة.txt
الفقه_المالكي,كتاب الحج من مدونة أشهب,1267,,,,,179,partial,17-06-2026 13:55:22 IST,,https://shamela.ws/book/1267,shamela_output/الفقه_المالكي/كتاب_الحج_من_مدونة_أشهب.txt
الفقه_المالكي,مجالس ابن القاسم التي سأل عنها مالكا,96602,,,,,90,partial,17-06-2026 13:55:22 IST,,https://shamela.ws/book/96602,shamela_output/الفقه_المالكي/مجالس_ابن_القاسم_التي_سأل_عنها_مالكا.txt
